Date,"Spot exchange rate, US $ into Sterling",FTSE100 daily return,10Y yield,yield-curve,bank rate,CPI,GDP,Unemployment
31-Dec-24,0.7982,0.0064,4.517,0.37,4.75,3.5,101.8458,4.4
30-Dec-24,0.7993,-0.0035,4.594,0.36,4.75,3.5,101.8458,4.4
27-Dec-24,0.7951,0.0016,4.601,0.37,4.75,3.5,101.8458,4.4
24-Dec-24,0.7975,0.0042,4.634,0.35,4.75,3.5,101.8458,4.4
23-Dec-24,0.7988,0.0022,4.603,0.35,4.75,3.5,101.8458,4.4
20-Dec-24,0.7974,-0.0026,4.485,0.35,4.75,3.5,101.8458,4.4
19-Dec-24,0.7968,-0.0114,4.533,0.35,4.75,3.5,101.8458,4.4
18-Dec-24,0.7879,0.0005,4.523,0.28,4.75,3.5,101.8458,4.4
17-Dec-24,0.7868,-0.0081,4.520,0.25,4.75,3.5,101.8458,4.4
16-Dec-24,0.788,-0.0046,4.489,0.28,4.75,3.5,101.8458,4.4
13-Dec-24,0.7927,-0.0014,4.469,0.29,4.75,3.5,101.8458,4.4
12-Dec-24,0.7881,0.0012,4.381,0.27,4.75,3.5,101.8458,4.4
11-Dec-24,0.7847,0.0026,4.358,0.24,4.75,3.5,101.8458,4.4
10-Dec-24,0.7851,-0.0086,4.358,0.22,4.75,3.5,101.8458,4.4
09-Dec-24,0.7815,0.0052,4.294,0.19,4.75,3.5,101.8458,4.4
06-Dec-24,0.7847,-0.0049,4.312,0.17,4.75,3.5,101.8458,4.4
05-Dec-24,0.7839,0.0016,4.285,0.17,4.75,3.5,101.8458,4.4
04-Dec-24,0.7869,-0.0028,4.250,0.18,4.75,3.5,101.8458,4.4
03-Dec-24,0.7898,0.0056,4.249,0.17,4.75,3.5,101.8458,4.4
02-Dec-24,0.7919,0.0031,4.234,0.17,4.75,3.5,101.8458,4.4
29-Nov-24,0.7869,0.0007,4.248,0.16,4.75,3.5,101.3416,4.4
28-Nov-24,0.7885,0.0008,4.320,0.14,4.75,3.5,101.3416,4.4
27-Nov-24,0.7888,0.0020,4.321,0.14,4.75,3.5,101.3416,4.4
26-Nov-24,0.796,-0.0040,4.326,0.18,4.75,3.5,101.3416,4.4
25-Nov-24,0.7967,0.0036,4.347,0.17,4.75,3.5,101.3416,4.4
22-Nov-24,0.7983,0.0138,4.381,0.22,4.75,3.5,101.3416,4.4
21-Nov-24,0.7926,0.0079,4.455,0.22,4.75,3.5,101.3416,4.4
20-Nov-24,0.7903,-0.0017,4.408,0.23,4.75,3.5,101.3416,4.4
19-Nov-24,0.7896,-0.0013,4.375,0.20,4.75,3.5,101.3416,4.4
18-Nov-24,0.7911,0.0057,4.429,0.23,4.75,3.5,101.3416,4.4
15-Nov-24,0.7919,-0.0009,4.443,0.25,4.75,3.5,101.3416,4.4
14-Nov-24,0.7869,0.0051,4.463,0.25,4.75,3.5,101.3416,4.4
13-Nov-24,0.7859,0.0006,4.465,0.21,4.75,3.5,101.3416,4.4
12-Nov-24,0.7835,-0.0122,4.421,0.17,4.75,3.5,101.3416,4.4
11-Nov-24,0.777,0.0065,4.405,0.17,4.75,3.5,101.3416,4.4
08-Nov-24,0.7729,-0.0084,4.464,0.17,4.75,3.5,101.3416,4.4
07-Nov-24,0.7694,-0.0032,4.478,0.22,4.75,3.5,101.3416,4.4
06-Nov-24,0.7758,-0.0007,4.541,0.23,5.00,3.5,101.3416,4.4
05-Nov-24,0.7691,-0.0014,4.553,0.17,5.00,3.5,101.3416,4.4
04-Nov-24,0.7704,0.0009,4.461,0.17,5.00,3.5,101.3416,4.4
01-Nov-24,0.7716,0.0083,4.440,0.18,5.00,3.5,101.3416,4.4
31-Oct-24,0.7779,-0.0061,4.410,0.17,5.00,3.2,101.2882,4.4
30-Oct-24,0.7686,-0.0073,4.370,0.20,5.00,3.2,101.2882,4.4
29-Oct-24,0.769,-0.0080,4.291,0.24,5.00,3.2,101.2882,4.4
28-Oct-24,0.7704,0.0045,4.280,0.23,5.00,3.2,101.2882,4.4
25-Oct-24,0.7698,-0.0025,4.214,0.26,5.00,3.2,101.2882,4.4
24-Oct-24,0.7716,0.0013,4.261,0.30,5.00,3.2,101.2882,4.4
23-Oct-24,0.7723,-0.0058,4.261,0.32,5.00,3.2,101.2882,4.4
22-Oct-24,0.7707,-0.0014,4.201,0.28,5.00,3.2,101.2882,4.4
21-Oct-24,0.7691,-0.0048,4.168,0.28,5.00,3.2,101.2882,4.4
18-Oct-24,0.7671,-0.0032,4.097,0.25,5.00,3.2,101.2882,4.4
17-Oct-24,0.7694,0.0067,4.173,0.26,5.00,3.2,101.2882,4.4
16-Oct-24,0.7687,0.0097,4.114,0.25,5.00,3.2,101.2882,4.4
15-Oct-24,0.7637,-0.0052,4.228,0.23,5.00,3.2,101.2882,4.4
14-Oct-24,0.7658,0.0047,4.265,0.26,5.00,3.2,101.2882,4.4
11-Oct-24,0.7648,0.0019,4.247,0.22,5.00,3.2,101.2882,4.4
10-Oct-24,0.7664,-0.0007,4.243,0.22,5.00,3.2,101.2882,4.4
09-Oct-24,0.765,0.0065,4.185,0.17,5.00,3.2,101.2882,4.4
08-Oct-24,0.7638,-0.0136,4.193,0.17,5.00,3.2,101.2882,4.4
07-Oct-24,0.7646,0.0028,4.206,0.15,5.00,3.2,101.2882,4.4
04-Oct-24,0.7626,-0.0002,4.144,0.15,5.00,3.2,101.2882,4.4
03-Oct-24,0.7629,-0.0010,4.024,0.19,5.00,3.2,101.2882,4.4
02-Oct-24,0.7547,0.0017,4.053,0.15,5.00,3.2,101.2882,4.4
01-Oct-24,0.7525,0.0048,3.954,0.11,5.00,3.2,101.2882,4.4
30-Sep-24,0.7456,-0.0101,4.020,0.15,5.00,2.6,101.2111,4.3
27-Sep-24,0.7459,0.0043,4.004,0.17,5.00,2.6,101.2111,4.3
26-Sep-24,0.7465,0.0020,3.995,0.17,5.00,2.6,101.2111,4.3
25-Sep-24,0.7477,-0.0017,3.997,0.15,5.00,2.6,101.2111,4.3
24-Sep-24,0.7469,0.0028,3.940,0.14,5.00,2.6,101.2111,4.3
23-Sep-24,0.749,0.0036,3.939,0.12,5.00,2.6,101.2111,4.3
20-Sep-24,0.753,-0.0119,3.921,0.09,5.00,2.6,101.2111,4.3
19-Sep-24,0.7547,0.0091,3.894,0.08,5.00,2.6,101.2111,4.3
18-Sep-24,0.7569,-0.0068,3.856,0.06,5.00,2.6,101.2111,4.3
17-Sep-24,0.7583,0.0038,3.782,0.05,5.00,2.6,101.2111,4.3
16-Sep-24,0.7576,0.0006,3.766,0.07,5.00,2.6,101.2111,4.3
13-Sep-24,0.7602,0.0039,3.781,0.07,5.00,2.6,101.2111,4.3
12-Sep-24,0.7646,0.0057,3.791,0.06,5.00,2.6,101.2111,4.3
11-Sep-24,0.7683,-0.0015,3.842,0.06,5.00,2.6,101.2111,4.3
10-Sep-24,0.7659,-0.0078,3.842,0.06,5.00,2.6,101.2111,4.3
09-Sep-24,0.7646,0.0109,3.871,0.08,5.00,2.6,101.2111,4.3
06-Sep-24,0.7599,-0.0073,3.890,0.04,5.00,2.6,101.2111,4.3
05-Sep-24,0.76,-0.0034,3.924,0.02,5.00,2.6,101.2111,4.3
04-Sep-24,0.7598,-0.0035,3.931,0.01,5.00,2.6,101.2111,4.3
03-Sep-24,0.7637,-0.0078,3.981,0.01,5.00,2.6,101.2111,4.3
02-Sep-24,0.7604,-0.0015,4.045,0.05,5.00,2.6,101.2111,4.3
30-Aug-24,0.7608,-0.0004,4.000,0.01,5.00,3.1,101.2779,4.3
29-Aug-24,0.7601,0.0043,4.021,0.02,5.00,3.1,101.2779,4.3
28-Aug-24,0.7568,-0.0002,4.001,-0.01,5.00,3.1,101.2779,4.3
27-Aug-24,0.7556,0.0021,3.996,-0.01,5.00,3.1,101.2779,4.3
23-Aug-24,0.7582,0.0048,3.932,-0.03,5.00,3.1,101.2779,4.3
22-Aug-24,0.7632,0.0006,3.983,-0.03,5.00,3.1,101.2779,4.3
21-Aug-24,0.7657,0.0012,3.922,-0.04,5.00,3.1,101.2779,4.3
20-Aug-24,0.7674,-0.0100,3.935,-0.05,5.00,3.1,101.2779,4.3
19-Aug-24,0.77,0.0055,3.962,-0.04,5.00,3.1,101.2779,4.3
16-Aug-24,0.7758,-0.0043,3.945,-0.03,5.00,3.1,101.2779,4.3
15-Aug-24,0.7781,0.0080,3.944,0.00,5.00,3.1,101.2779,4.3
14-Aug-24,0.7779,0.0056,3.846,0.00,5.00,3.1,101.2779,4.3
13-Aug-24,0.7798,0.0030,3.903,0.02,5.00,3.1,101.2779,4.3
12-Aug-24,0.7822,0.0052,3.958,0.02,5.00,3.1,101.2779,4.3
09-Aug-24,0.7835,0.0028,3.959,0.03,5.00,3.1,101.2779,4.3
08-Aug-24,0.7865,-0.0027,3.982,0.05,5.00,3.1,101.2779,4.3
07-Aug-24,0.7861,0.0175,3.977,0.04,5.00,3.1,101.2779,4.3
06-Aug-24,0.7871,0.0023,3.928,0.01,5.00,3.1,101.2779,4.3
05-Aug-24,0.7838,-0.0204,3.875,0.01,5.00,3.1,101.2779,4.3
02-Aug-24,0.7809,-0.0131,3.868,-0.01,5.00,3.1,101.2779,4.3
01-Aug-24,0.7817,-0.0101,3.895,-0.06,5.00,3.1,101.2779,4.3
31-Jul-24,0.7786,0.0113,4.004,-0.05,5.25,3.1,100.9598,4.1
30-Jul-24,0.7796,-0.0022,4.061,-0.05,5.25,3.1,100.9598,4.1
29-Jul-24,0.7784,0.0008,4.069,-0.05,5.25,3.1,100.9598,4.1
26-Jul-24,0.778,0.0121,4.118,-0.03,5.25,3.1,100.9598,4.1
25-Jul-24,0.7766,0.0040,4.139,-0.03,5.25,3.1,100.9598,4.1
24-Jul-24,0.7741,-0.0017,4.155,-0.04,5.25,3.1,100.9598,4.1
23-Jul-24,0.7747,-0.0038,4.148,-0.10,5.25,3.1,100.9598,4.1
22-Jul-24,0.7744,0.0053,4.149,-0.12,5.25,3.1,100.9598,4.1
19-Jul-24,0.7742,-0.0060,4.131,-0.09,5.25,3.1,100.9598,4.1
18-Jul-24,0.7705,0.0021,4.058,-0.14,5.25,3.1,100.9598,4.1
17-Jul-24,0.7684,0.0028,4.094,-0.15,5.25,3.1,100.9598,4.1
16-Jul-24,0.7723,-0.0022,4.118,-0.12,5.25,3.1,100.9598,4.1
15-Jul-24,0.7702,-0.0085,4.118,-0.13,5.25,3.1,100.9598,4.1
12-Jul-24,0.7699,0.0036,4.131,-0.14,5.25,3.1,100.9598,4.1
11-Jul-24,0.7738,0.0036,4.101,-0.16,5.25,3.1,100.9598,4.1
10-Jul-24,0.7794,0.0066,4.155,-0.16,5.25,3.1,100.9598,4.1
09-Jul-24,0.7814,-0.0066,4.178,-0.15,5.25,3.1,100.9598,4.1
08-Jul-24,0.7792,-0.0013,4.130,-0.18,5.25,3.1,100.9598,4.1
05-Jul-24,0.7814,-0.0045,4.161,-0.17,5.25,3.1,100.9598,4.1
04-Jul-24,0.7836,0.0086,4.229,-0.16,5.25,3.1,100.9598,4.1
03-Jul-24,0.7836,0.0061,4.180,-0.17,5.25,3.1,100.9598,4.1
02-Jul-24,0.7889,-0.0056,4.269,-0.14,5.25,3.1,100.9598,4.1
01-Jul-24,0.7907,0.0003,4.294,-0.11,5.25,3.1,100.9598,4.1
28-Jun-24,0.791,-0.0019,4.195,-0.18,5.25,2.8,101.0135,4.2
27-Jun-24,0.7905,-0.0055,4.154,-0.22,5.25,2.8,101.0135,4.2
26-Jun-24,0.7922,-0.0027,4.159,-0.22,5.25,2.8,101.0135,4.2
25-Jun-24,0.7892,-0.0041,4.089,-0.23,5.25,2.8,101.0135,4.2
24-Jun-24,0.7882,0.0053,4.104,-0.21,5.25,2.8,101.0135,4.2
21-Jun-24,0.792,-0.0042,4.097,-0.20,5.25,2.8,101.0135,4.2
20-Jun-24,0.7883,0.0082,4.078,-0.20,5.25,2.8,101.0135,4.2
19-Jun-24,0.7855,0.0017,4.094,-0.24,5.25,2.8,101.0135,4.2
18-Jun-24,0.7881,0.0060,4.078,-0.23,5.25,2.8,101.0135,4.2
17-Jun-24,0.7886,-0.0006,4.127,-0.24,5.25,2.8,101.0135,4.2
14-Jun-24,0.7895,-0.0021,4.072,-0.26,5.25,2.8,101.0135,4.2
13-Jun-24,0.7833,-0.0063,4.169,-0.23,5.25,2.8,101.0135,4.2
12-Jun-24,0.7787,0.0083,4.157,-0.23,5.25,2.8,101.0135,4.2
11-Jun-24,0.7867,-0.0098,4.288,-0.20,5.25,2.8,101.0135,4.2
10-Jun-24,0.7863,-0.0020,4.335,-0.20,5.25,2.8,101.0135,4.2
07-Jun-24,0.7859,-0.0048,4.269,-0.23,5.25,2.8,101.0135,4.2
06-Jun-24,0.7829,0.0047,4.186,-0.25,5.25,2.8,101.0135,4.2
05-Jun-24,0.7837,0.0018,4.198,-0.29,5.25,2.8,101.0135,4.2
04-Jun-24,0.7825,-0.0037,4.196,-0.28,5.25,2.8,101.0135,4.2
03-Jun-24,0.783,-0.0015,4.244,-0.23,5.25,2.8,101.0135,4.2
31-May-24,0.7855,0.0054,4.317,-0.20,5.25,2.8,101.1581,4.2
30-May-24,0.785,0.0059,4.374,-0.20,5.25,2.8,101.1581,4.2
29-May-24,0.7865,-0.0086,4.400,-0.23,5.25,2.8,101.1581,4.2
28-May-24,0.7827,-0.0076,4.270,-0.28,5.25,2.8,101.1581,4.2
24-May-24,0.7851,-0.0026,4.270,-0.30,5.25,2.8,101.1581,4.2
23-May-24,0.7867,-0.0037,4.274,-0.30,5.25,2.8,101.1581,4.2
22-May-24,0.7859,-0.0055,4.241,-0.27,5.25,2.8,101.1581,4.2
21-May-24,0.786,-0.0009,4.160,-0.22,5.25,2.8,101.1581,4.2
20-May-24,0.7869,0.0005,4.182,-0.22,5.25,2.8,101.1581,4.2
17-May-24,0.7875,-0.0022,4.139,-0.24,5.25,2.8,101.1581,4.2
16-May-24,0.7894,-0.0008,4.071,-0.25,5.25,2.8,101.1581,4.2
15-May-24,0.7906,0.0021,4.075,-0.24,5.25,2.8,101.1581,4.2
14-May-24,0.7944,0.0016,4.177,-0.21,5.25,2.8,101.1581,4.2
13-May-24,0.796,-0.0022,4.177,-0.21,5.25,2.8,101.1581,4.2
10-May-24,0.7995,0.0063,4.175,-0.21,5.25,2.8,101.1581,4.2
09-May-24,0.7992,0.0033,4.152,-0.19,5.25,2.8,101.1581,4.2
08-May-24,0.8004,0.0049,4.143,-0.24,5.25,2.8,101.1581,4.2
07-May-24,0.7966,0.0122,4.144,-0.25,5.25,2.8,101.1581,4.2
03-May-24,0.7971,0.0051,4.249,-0.20,5.25,2.8,101.1581,4.2
02-May-24,0.801,0.0063,4.311,-0.21,5.25,2.8,101.1581,4.2
01-May-24,0.8005,-0.0028,4.382,-0.21,5.25,2.8,101.1581,4.2
30-Apr-24,0.7988,-0.0004,4.370,-0.22,5.25,3,100.7746,4.4
29-Apr-24,0.7969,0.0009,4.298,-0.22,5.25,3,100.7746,4.4
26-Apr-24,0.8024,0.0075,4.336,-0.22,5.25,3,100.7746,4.4
25-Apr-24,0.8007,0.0048,4.369,-0.19,5.25,3,100.7746,4.4
24-Apr-24,0.8043,-0.0006,4.342,-0.18,5.25,3,100.7746,4.4
23-Apr-24,0.8043,0.0026,4.265,-0.18,5.25,3,100.7746,4.4
22-Apr-24,0.811,0.0162,4.216,-0.18,5.25,3,100.7746,4.4
19-Apr-24,0.8042,0.0024,4.263,-0.21,5.25,3,100.7746,4.4
18-Apr-24,0.8036,0.0037,4.276,-0.26,5.25,3,100.7746,4.4
17-Apr-24,0.8032,0.0035,4.294,-0.26,5.25,3,100.7746,4.4
16-Apr-24,0.8037,-0.0182,4.311,-0.23,5.25,3,100.7746,4.4
15-Apr-24,0.8031,-0.0038,4.259,-0.22,5.25,3,100.7746,4.4
12-Apr-24,0.8042,0.0091,4.149,-0.27,5.25,3,100.7746,4.4
11-Apr-24,0.7988,-0.0047,4.233,-0.25,5.25,3,100.7746,4.4
10-Apr-24,0.7958,0.0033,4.147,-0.25,5.25,3,100.7746,4.4
09-Apr-24,0.789,-0.0011,4.042,-0.23,5.25,3,100.7746,4.4
08-Apr-24,0.7907,0.0041,4.103,-0.21,5.25,3,100.7746,4.4
05-Apr-24,0.7927,-0.0081,4.086,-0.21,5.25,3,100.7746,4.4
04-Apr-24,0.7894,0.0048,4.025,-0.22,5.25,3,100.7746,4.4
03-Apr-24,0.7925,0.0003,4.084,-0.20,5.25,3,100.7746,4.4
02-Apr-24,0.7957,-0.0022,4.094,-0.20,5.25,3,100.7746,4.4
28-Mar-24,0.7916,0.0026,3.946,-0.28,5.25,3.8,100.7749,4.4
27-Mar-24,0.7918,0.0001,3.961,-0.26,5.25,3.8,100.7749,4.4
26-Mar-24,0.7919,0.0017,3.990,-0.26,5.25,3.8,100.7749,4.4
25-Mar-24,0.7908,-0.0017,4.011,-0.24,5.25,3.8,100.7749,4.4
22-Mar-24,0.7936,0.0061,3.961,-0.24,5.25,3.8,100.7749,4.4
21-Mar-24,0.7894,0.0188,4.007,-0.23,5.25,3.8,100.7749,4.4
20-Mar-24,0.7867,-0.0001,4.068,-0.27,5.25,3.8,100.7749,4.4
19-Mar-24,0.7867,0.0020,4.068,-0.25,5.25,3.8,100.7749,4.4
18-Mar-24,0.7854,-0.0006,4.101,-0.26,5.25,3.8,100.7749,4.4
15-Mar-24,0.7849,-0.0020,4.112,-0.28,5.25,3.8,100.7749,4.4
14-Mar-24,0.7845,-0.0037,4.097,-0.27,5.25,3.8,100.7749,4.4
13-Mar-24,0.7814,0.0031,4.029,-0.31,5.25,3.8,100.7749,4.4
12-Mar-24,0.7822,0.0102,3.968,-0.33,5.25,3.8,100.7749,4.4
11-Mar-24,0.7809,0.0012,3.989,-0.33,5.25,3.8,100.7749,4.4
08-Mar-24,0.7763,-0.0043,4.002,-0.35,5.25,3.8,100.7749,4.4
07-Mar-24,0.7819,0.0017,4.028,-0.37,5.25,3.8,100.7749,4.4
06-Mar-24,0.7847,0.0043,4.030,-0.34,5.25,3.8,100.7749,4.4
05-Mar-24,0.7854,0.0008,4.030,-0.36,5.25,3.8,100.7749,4.4
04-Mar-24,0.7875,-0.0055,4.148,-0.28,5.25,3.8,100.7749,4.4
01-Mar-24,0.7904,0.0069,4.115,-0.25,5.25,3.8,100.7749,4.4
29-Feb-24,0.7905,0.0007,4.137,-0.25,5.25,3.8,100.2663,4.3
28-Feb-24,0.7903,-0.0076,4.201,-0.24,5.25,3.8,100.2663,4.3
27-Feb-24,0.7885,-0.0002,4.194,-0.23,5.25,3.8,100.2663,4.3
26-Feb-24,0.7884,-0.0029,4.155,-0.22,5.25,3.8,100.2663,4.3
23-Feb-24,0.7888,0.0028,4.133,-0.21,5.25,3.8,100.2663,4.3
22-Feb-24,0.7923,0.0029,4.168,-0.22,5.25,3.8,100.2663,4.3
21-Feb-24,0.7929,-0.0073,4.165,-0.23,5.25,3.8,100.2663,4.3
20-Feb-24,0.7898,-0.0012,4.131,-0.22,5.25,3.8,100.2663,4.3
19-Feb-24,0.7945,0.0022,4.187,-0.23,5.25,3.8,100.2663,4.3
16-Feb-24,0.7947,0.0150,4.181,-0.24,5.25,3.8,100.2663,4.3
15-Feb-24,0.7946,0.0038,4.124,-0.23,5.25,3.8,100.2663,4.3
14-Feb-24,0.7969,0.0075,4.132,-0.23,5.25,3.8,100.2663,4.3
13-Feb-24,0.7936,-0.0081,4.209,-0.26,5.25,3.8,100.2663,4.3
12-Feb-24,0.7927,0.0001,4.141,-0.21,5.25,3.8,100.2663,4.3
09-Feb-24,0.7916,-0.0030,4.161,-0.23,5.25,3.8,100.2663,4.3
08-Feb-24,0.7934,-0.0044,4.121,-0.21,5.25,3.8,100.2663,4.3
07-Feb-24,0.7916,-0.0068,4.048,-0.20,5.25,3.8,100.2663,4.3
06-Feb-24,0.7951,0.0090,4.032,-0.22,5.25,3.8,100.2663,4.3
05-Feb-24,0.7987,-0.0004,4.120,-0.21,5.25,3.8,100.2663,4.3
02-Feb-24,0.7901,-0.0009,4.007,-0.21,5.25,3.8,100.2663,4.3
01-Feb-24,0.7885,-0.0011,3.838,-0.18,5.25,3.8,100.2663,4.3
31-Jan-24,0.7854,-0.0047,3.895,-0.15,5.25,4.2,100.1162,4.2
30-Jan-24,0.7895,0.0044,4.007,-0.17,5.25,4.2,100.1162,4.2
29-Jan-24,0.7888,-0.0003,3.996,-0.13,5.25,4.2,100.1162,4.2
26-Jan-24,0.786,0.0140,4.061,-0.11,5.25,4.2,100.1162,4.2
25-Jan-24,0.7874,0.0003,4.058,-0.13,5.25,4.2,100.1162,4.2
24-Jan-24,0.7841,0.0056,4.086,-0.15,5.25,4.2,100.1162,4.2
23-Jan-24,0.7895,-0.0003,4.059,-0.14,5.25,4.2,100.1162,4.2
22-Jan-24,0.7861,0.0035,3.976,-0.14,5.25,4.2,100.1162,4.2
19-Jan-24,0.7886,0.0004,3.997,-0.10,5.25,4.2,100.1162,4.2
18-Jan-24,0.7892,0.0017,4.012,-0.09,5.25,4.2,100.1162,4.2
17-Jan-24,0.79,-0.0148,4.047,-0.11,5.25,4.2,100.1162,4.2
16-Jan-24,0.7895,-0.0048,3.890,-0.07,5.25,4.2,100.1162,4.2
15-Jan-24,0.7855,-0.0039,3.881,-0.07,5.25,4.2,100.1162,4.2
12-Jan-24,0.7836,0.0064,3.879,-0.07,5.25,4.2,100.1162,4.2
11-Jan-24,0.7865,-0.0098,3.921,-0.11,5.25,4.2,100.1162,4.2
10-Jan-24,0.7852,-0.0042,3.884,-0.13,5.25,4.2,100.1162,4.2
09-Jan-24,0.7872,-0.0013,3.868,-0.16,5.25,4.2,100.1162,4.2
08-Jan-24,0.7843,0.0006,3.862,-0.16,5.25,4.2,100.1162,4.2
05-Jan-24,0.7842,-0.0043,3.840,-0.17,5.25,4.2,100.1162,4.2
04-Jan-24,0.7875,0.0053,3.801,-0.17,5.25,4.2,100.1162,4.2
03-Jan-24,0.7919,-0.0051,3.764,-0.16,5.25,4.2,100.1162,4.2
02-Jan-24,0.7921,-0.0015,3.719,-0.12,5.25,4.2,100.1162,4.2
29-Dec-23,0.7845,0.0014,3.621,-0.15,5.25,4.2,99.6248,4.1
28-Dec-23,0.7831,-0.0003,3.564,-0.22,5.25,4.2,99.6248,4.1
27-Dec-23,0.7819,0.0036,3.529,-0.25,5.25,4.2,99.6248,4.1
22-Dec-23,0.7864,0.0004,3.578,-0.24,5.25,4.2,99.6248,4.1
21-Dec-23,0.7902,-0.0027,3.604,-0.26,5.25,4.2,99.6248,4.1
20-Dec-23,0.7894,0.0102,3.620,-0.29,5.25,4.2,99.6248,4.1
19-Dec-23,0.785,0.0031,3.712,-0.35,5.25,4.2,99.6248,4.1
18-Dec-23,0.7908,0.0050,3.767,-0.35,5.25,4.2,99.6248,4.1
15-Dec-23,0.7875,-0.0095,3.772,-0.33,5.25,4.2,99.6248,4.1
14-Dec-23,0.7837,0.0133,3.853,-0.29,5.25,4.2,99.6248,4.1
13-Dec-23,0.7984,0.0008,3.905,-0.31,5.25,4.2,99.6248,4.1
12-Dec-23,0.7961,-0.0003,4.040,-0.32,5.25,4.2,99.6248,4.1
11-Dec-23,0.7967,-0.0013,4.143,-0.30,5.25,4.2,99.6248,4.1
08-Dec-23,0.797,0.0054,4.083,-0.30,5.25,4.2,99.6248,4.1
07-Dec-23,0.7953,-0.0002,4.041,-0.30,5.25,4.2,99.6248,4.1
06-Dec-23,0.7941,0.0034,4.026,-0.29,5.25,4.2,99.6248,4.1
05-Dec-23,0.7929,-0.0031,4.084,-0.24,5.25,4.2,99.6248,4.1
04-Dec-23,0.7929,-0.0022,4.233,-0.18,5.25,4.2,99.6248,4.1
01-Dec-23,0.7915,0.0101,4.207,-0.15,5.25,4.2,99.6248,4.1
30-Nov-23,0.7901,0.0041,4.223,-0.20,5.25,4.2,99.8778,3.9
29-Nov-23,0.7876,-0.0043,4.144,-0.22,5.25,4.2,99.8778,3.9
28-Nov-23,0.7885,-0.0007,4.220,-0.23,5.25,4.2,99.8778,3.9
27-Nov-23,0.7932,-0.0037,4.265,-0.21,5.25,4.2,99.8778,3.9
24-Nov-23,0.7931,0.0006,4.342,-0.22,5.25,4.2,99.8778,3.9
23-Nov-23,0.798,0.0019,4.294,-0.25,5.25,4.2,99.8778,3.9
22-Nov-23,0.8026,-0.0017,4.214,-0.24,5.25,4.2,99.8778,3.9
21-Nov-23,0.7979,-0.0019,4.144,-0.23,5.25,4.2,99.8778,3.9
20-Nov-23,0.8004,-0.0011,4.160,-0.18,5.25,4.2,99.8778,3.9
17-Nov-23,0.8043,0.0126,4.149,-0.21,5.25,4.2,99.8778,3.9
16-Nov-23,0.8036,-0.0101,4.153,-0.16,5.25,4.2,99.8778,3.9
15-Nov-23,0.8036,0.0062,4.238,-0.16,5.25,4.2,99.8778,3.9
14-Nov-23,0.8029,0.0020,4.192,-0.18,5.25,4.2,99.8778,3.9
13-Nov-23,0.8161,0.0089,4.359,-0.13,5.25,4.2,99.8778,3.9
10-Nov-23,0.8198,-0.0128,4.352,-0.12,5.25,4.2,99.8778,3.9
09-Nov-23,0.8139,0.0073,4.303,-0.13,5.25,4.2,99.8778,3.9
08-Nov-23,0.8133,-0.0011,4.276,-0.15,5.25,4.2,99.8778,3.9
07-Nov-23,0.8127,-0.0010,4.311,-0.12,5.25,4.2,99.8778,3.9
06-Nov-23,0.8066,0.0000,4.394,-0.10,5.25,4.2,99.8778,3.9
03-Nov-23,0.8082,-0.0039,4.328,-0.14,5.25,4.2,99.8778,3.9
02-Nov-23,0.8215,0.0142,4.415,-0.10,5.25,4.2,99.8778,3.9
01-Nov-23,0.8247,0.0028,4.510,-0.05,5.25,4.2,99.8778,3.9
31-Oct-23,0.8241,-0.0008,4.533,-0.03,5.25,4.7,99.5977,4
30-Oct-23,0.8226,0.0050,4.583,0.02,5.25,4.7,99.5977,4
27-Oct-23,0.8237,-0.0086,4.612,0.03,5.25,4.7,99.5977,4
26-Oct-23,0.825,-0.0081,4.612,0.01,5.25,4.7,99.5977,4
25-Oct-23,0.8235,0.0033,4.621,-0.01,5.25,4.7,99.5977,4
24-Oct-23,0.8212,0.0020,4.581,-0.02,5.25,4.7,99.5977,4
23-Oct-23,0.8191,-0.0037,4.633,0.00,5.25,4.7,99.5977,4
20-Oct-23,0.823,-0.0130,4.672,0.01,5.25,4.7,99.5977,4
19-Oct-23,0.8235,-0.0117,4.701,-0.07,5.25,4.7,99.5977,4
18-Oct-23,0.8233,-0.0114,4.672,-0.11,5.25,4.7,99.5977,4
17-Oct-23,0.8209,0.0058,4.556,-0.11,5.25,4.7,99.5977,4
16-Oct-23,0.8204,0.0041,4.515,-0.17,5.25,4.7,99.5977,4
13-Oct-23,0.8237,-0.0059,4.435,-0.20,5.25,4.7,99.5977,4
12-Oct-23,0.8187,0.0032,4.449,-0.18,5.25,4.7,99.5977,4
11-Oct-23,0.8122,-0.0011,4.366,-0.19,5.25,4.7,99.5977,4
10-Oct-23,0.8159,0.0182,4.474,-0.09,5.25,4.7,99.5977,4
09-Oct-23,0.819,-0.0003,4.525,-0.07,5.25,4.7,99.5977,4
06-Oct-23,0.8205,0.0058,4.621,-0.03,5.25,4.7,99.5977,4
05-Oct-23,0.8224,0.0053,4.567,-0.07,5.25,4.7,99.5977,4
04-Oct-23,0.8254,-0.0077,4.623,-0.09,5.25,4.7,99.5977,4
03-Oct-23,0.8278,-0.0054,4.606,-0.13,5.25,4.7,99.5977,4
02-Oct-23,0.8249,-0.0128,4.573,-0.14,5.25,4.7,99.5977,4
29-Sep-23,0.8192,0.0008,4.450,-0.20,5.25,6.3,99.9992,4
28-Sep-23,0.8198,0.0011,4.566,-0.18,5.25,6.3,99.9992,4
