Date,"Spot exchange rate, US $ into Sterling",FTSE100 daily return,10Y yield,yield-curve,bank rate,CPI,GDP,Unemployment
31-Mar-21,0.7248,-0.0086,0.911,0.86,0.10,1,91.5037,4.8
30-Mar-21,0.7293,0.0053,0.907,0.87,0.10,1,91.5037,4.8
29-Mar-21,0.7261,-0.0007,0.858,0.84,0.10,1,91.5037,4.8
26-Mar-21,0.7251,0.0099,0.824,0.81,0.10,1,91.5037,4.8
25-Mar-21,0.7288,-0.0057,0.804,0.80,0.10,1,91.5037,4.8
24-Mar-21,0.7288,0.0020,0.822,0.81,0.10,1,91.5037,4.8
23-Mar-21,0.725,-0.0040,0.837,0.83,0.10,1,91.5037,4.8
22-Mar-21,0.7218,0.0026,0.889,0.86,0.10,1,91.5037,4.8
19-Mar-21,0.7209,-0.0105,0.910,0.87,0.10,1,91.5037,4.8
18-Mar-21,0.7174,0.0025,0.943,0.90,0.10,1,91.5037,4.8
17-Mar-21,0.72,-0.0060,0.901,0.84,0.10,1,91.5037,4.8
16-Mar-21,0.7198,0.0080,0.855,0.81,0.10,1,91.5037,4.8
15-Mar-21,0.7214,-0.0017,0.861,0.82,0.10,1,91.5037,4.8
12-Mar-21,0.7198,0.0036,0.891,0.85,0.10,1,91.5037,4.8
11-Mar-21,0.7159,0.0017,0.810,0.78,0.10,1,91.5037,4.8
10-Mar-21,0.7192,-0.0007,0.782,0.76,0.10,1,91.5037,4.8
09-Mar-21,0.7198,0.0017,0.789,0.75,0.10,1,91.5037,4.8
08-Mar-21,0.724,0.0134,0.815,0.77,0.10,1,91.5037,4.8
05-Mar-21,0.7237,-0.0031,0.832,0.77,0.10,1,91.5037,4.8
04-Mar-21,0.7147,-0.0037,0.795,0.76,0.10,1,91.5037,4.8
03-Mar-21,0.7156,0.0093,0.831,0.80,0.10,1,91.5037,4.8
02-Mar-21,0.7169,0.0038,0.764,0.75,0.10,1,91.5037,4.8
01-Mar-21,0.7175,0.0162,0.822,0.77,0.10,1,91.5037,4.8
26-Feb-21,0.7155,-0.0253,0.877,0.80,0.10,0.7,88.8915,4.9
25-Feb-21,0.7075,-0.0011,0.845,0.80,0.10,0.7,88.8915,4.9
24-Feb-21,0.7091,0.0050,0.823,0.84,0.10,0.7,88.8915,4.9
23-Feb-21,0.7089,0.0021,0.778,0.79,0.10,0.7,88.8915,4.9
22-Feb-21,0.7116,-0.0018,0.738,0.74,0.10,0.7,88.8915,4.9
19-Feb-21,0.7132,0.0010,0.743,0.74,0.10,0.7,88.8915,4.9
18-Feb-21,0.717,-0.0140,0.681,0.70,0.10,0.7,88.8915,4.9
17-Feb-21,0.7219,-0.0056,0.657,0.66,0.10,0.7,88.8915,4.9
16-Feb-21,0.7181,-0.0011,0.700,0.69,0.10,0.7,88.8915,4.9
15-Feb-21,0.7188,0.0252,0.627,0.64,0.10,0.7,88.8915,4.9
12-Feb-21,0.7221,0.0094,0.563,0.60,0.10,0.7,88.8915,4.9
11-Feb-21,0.7233,0.0007,0.516,0.55,0.10,0.7,88.8915,4.9
10-Feb-21,0.7223,-0.0011,0.532,0.55,0.10,0.7,88.8915,4.9
09-Feb-21,0.7248,0.0012,0.511,0.53,0.10,0.7,88.8915,4.9
08-Feb-21,0.7278,0.0053,0.532,0.54,0.10,0.7,88.8915,4.9
05-Feb-21,0.7287,-0.0022,0.539,0.54,0.10,0.7,88.8915,4.9
04-Feb-21,0.7321,-0.0006,0.486,0.51,0.10,0.7,88.8915,4.9
03-Feb-21,0.7329,-0.0014,0.439,0.49,0.10,0.7,88.8915,4.9
02-Feb-21,0.7337,0.0078,0.447,0.48,0.10,0.7,88.8915,4.9
01-Feb-21,0.7319,0.0092,0.413,0.47,0.10,0.7,88.8915,4.9
29-Jan-21,0.7284,-0.0182,0.420,0.47,0.10,0.9,87.84,5
28-Jan-21,0.7289,-0.0063,0.370,0.43,0.10,0.9,87.84,5
27-Jan-21,0.7297,-0.0130,0.362,0.43,0.10,0.9,87.84,5
26-Jan-21,0.7277,0.0023,0.353,0.44,0.10,0.9,87.84,5
25-Jan-21,0.7315,-0.0084,0.344,0.43,0.10,0.9,87.84,5
22-Jan-21,0.7315,-0.0030,0.383,0.46,0.10,0.9,87.84,5
21-Jan-21,0.7289,-0.0037,0.410,0.47,0.10,0.9,87.84,5
20-Jan-21,0.7337,0.0041,0.354,0.45,0.10,0.9,87.84,5
19-Jan-21,0.7343,-0.0011,0.361,0.45,0.10,0.9,87.84,5
18-Jan-21,0.7366,-0.0022,0.408,0.46,0.10,0.9,87.84,5
15-Jan-21,0.7361,-0.0097,0.373,0.45,0.10,0.9,87.84,5
14-Jan-21,0.7304,0.0084,0.385,0.44,0.10,0.9,87.84,5
13-Jan-21,0.7335,-0.0013,0.408,0.44,0.10,0.9,87.84,5
12-Jan-21,0.734,-0.0065,0.440,0.46,0.10,0.9,87.84,5
11-Jan-21,0.7412,-0.0109,0.410,0.46,0.10,0.9,87.84,5
08-Jan-21,0.7358,0.0024,0.360,0.44,0.10,0.9,87.84,5
07-Jan-21,0.7383,0.0022,0.373,0.45,0.10,0.9,87.84,5
06-Jan-21,0.738,0.0347,0.295,0.41,0.10,0.9,87.84,5
05-Jan-21,0.7357,0.0061,0.277,0.38,0.10,0.9,87.84,5
04-Jan-21,0.7364,0.0172,0.258,0.36,0.10,0.9,87.84,5
31-Dec-20,0.7327,-0.0145,0.251,0.37,0.10,0.8,90.7504,5.2
30-Dec-20,0.7349,-0.0071,0.271,0.37,0.10,0.8,90.7504,5.2
29-Dec-20,0.7411,0.0155,0.269,0.38,0.10,0.8,90.7504,5.2
24-Dec-20,0.7359,0.0010,0.319,0.40,0.10,0.8,90.7504,5.2
23-Dec-20,0.7395,0.0066,0.376,0.42,0.10,0.8,90.7504,5.2
22-Dec-20,0.7506,0.0057,0.255,0.35,0.10,0.8,90.7504,5.2
21-Dec-20,0.7511,-0.0173,0.269,0.34,0.10,0.8,90.7504,5.2
18-Dec-20,0.7416,-0.0033,0.323,0.37,0.10,0.8,90.7504,5.2
17-Dec-20,0.7358,-0.0030,0.334,0.36,0.10,0.8,90.7504,5.2
16-Dec-20,0.741,0.0088,0.341,0.38,0.10,0.8,90.7504,5.2
15-Dec-20,0.7436,-0.0028,0.314,0.36,0.10,0.8,90.7504,5.2
14-Dec-20,0.7502,-0.0023,0.323,0.35,0.10,0.8,90.7504,5.2
11-Dec-20,0.7567,-0.0080,0.219,0.33,0.10,0.8,90.7504,5.2
10-Dec-20,0.7533,0.0054,0.247,0.35,0.10,0.8,90.7504,5.2
09-Dec-20,0.7465,0.0008,0.319,0.38,0.10,0.8,90.7504,5.2
08-Dec-20,0.7484,0.0005,0.328,0.37,0.10,0.8,90.7504,5.2
07-Dec-20,0.7511,0.0008,0.363,0.40,0.10,0.8,90.7504,5.2
04-Dec-20,0.7422,0.0092,0.411,0.43,0.10,0.8,90.7504,5.2
03-Dec-20,0.7409,0.0042,0.402,0.41,0.10,0.8,90.7504,5.2
02-Dec-20,0.7504,0.0123,0.418,0.42,0.10,0.8,90.7504,5.2
01-Dec-20,0.7483,0.0189,0.419,0.41,0.10,0.8,90.7504,5.2
30-Nov-20,0.7489,-0.0159,0.364,0.38,0.10,0.6,89.2145,5.3
27-Nov-20,0.7494,0.0007,0.369,0.38,0.10,0.6,89.2145,5.3
26-Nov-20,0.7502,-0.0044,0.365,0.37,0.10,0.6,89.2145,5.3
25-Nov-20,0.7474,-0.0064,0.375,0.39,0.10,0.6,89.2145,5.3
24-Nov-20,0.7488,0.0155,0.378,0.40,0.10,0.6,89.2145,5.3
23-Nov-20,0.7522,-0.0028,0.380,0.40,0.10,0.6,89.2145,5.3
20-Nov-20,0.7527,0.0027,0.432,0.39,0.10,0.6,89.2145,5.3
19-Nov-20,0.7561,-0.0080,0.375,0.40,0.10,0.6,89.2145,5.3
18-Nov-20,0.7518,0.0031,0.425,0.41,0.10,0.6,89.2145,5.3
17-Nov-20,0.7541,-0.0087,0.406,0.41,0.10,0.6,89.2145,5.3
16-Nov-20,0.759,0.0166,0.431,0.42,0.10,0.6,89.2145,5.3
13-Nov-20,0.7599,-0.0036,0.403,0.42,0.10,0.6,89.2145,5.3
12-Nov-20,0.7617,-0.0068,0.432,0.44,0.10,0.6,89.2145,5.3
11-Nov-20,0.7577,0.0135,0.462,0.46,0.10,0.6,89.2145,5.3
10-Nov-20,0.7547,0.0179,0.469,0.46,0.10,0.6,89.2145,5.3
09-Nov-20,0.7605,0.0467,0.440,0.44,0.10,0.6,89.2145,5.3
06-Nov-20,0.7599,0.0007,0.343,0.37,0.10,0.6,89.2145,5.3
05-Nov-20,0.7679,0.0039,0.295,0.34,0.10,0.6,89.2145,5.3
04-Nov-20,0.7696,0.0167,0.277,0.34,0.10,0.6,89.2145,5.3
03-Nov-20,0.7651,0.0233,0.338,0.37,0.10,0.6,89.2145,5.3
02-Nov-20,0.775,0.0139,0.297,0.35,0.10,0.6,89.2145,5.3
30-Oct-20,0.7732,-0.0008,0.307,0.35,0.10,0.9,91.1521,5.2
29-Oct-20,0.7749,-0.0002,0.272,0.34,0.10,0.9,91.1521,5.2
28-Oct-20,0.7696,-0.0255,0.273,0.33,0.10,0.9,91.1521,5.2
27-Oct-20,0.7653,-0.0109,0.300,0.34,0.10,0.9,91.1521,5.2
26-Oct-20,0.768,-0.0116,0.363,0.38,0.10,0.9,91.1521,5.2
23-Oct-20,0.7665,0.0129,0.335,0.38,0.10,0.9,91.1521,5.2
22-Oct-20,0.7637,0.0016,0.355,0.37,0.10,0.9,91.1521,5.2
21-Oct-20,0.7597,-0.0191,0.309,0.35,0.10,0.9,91.1521,5.2
20-Oct-20,0.7715,0.0008,0.241,0.32,0.10,0.9,91.1521,5.2
19-Oct-20,0.7694,-0.0059,0.222,0.30,0.10,0.9,91.1521,5.2
16-Oct-20,0.7734,0.0149,0.244,0.30,0.10,0.9,91.1521,5.2
15-Oct-20,0.7748,-0.0173,0.238,0.29,0.10,0.9,91.1521,5.2
14-Oct-20,0.7668,-0.0058,0.266,0.32,0.10,0.9,91.1521,5.2
13-Oct-20,0.77,-0.0053,0.289,0.34,0.10,0.9,91.1521,5.2
12-Oct-20,0.7651,-0.0025,0.345,0.36,0.10,0.9,91.1521,5.2
09-Oct-20,0.7696,0.0065,0.335,0.36,0.10,0.9,91.1521,5.2
08-Oct-20,0.7735,0.0053,0.361,0.37,0.10,0.9,91.1521,5.2
07-Oct-20,0.7755,-0.0006,0.378,0.38,0.10,0.9,91.1521,5.2
06-Oct-20,0.7714,0.0012,0.362,0.37,0.10,0.9,91.1521,5.2
05-Oct-20,0.7708,0.0069,0.351,0.37,0.10,0.9,91.1521,5.2
02-Oct-20,0.7733,0.0039,0.318,0.34,0.10,0.9,91.1521,5.2
01-Oct-20,0.777,0.0023,0.267,0.34,0.10,0.9,91.1521,5.2
30-Sep-20,0.7738,-0.0053,0.277,0.31,0.10,0.7,90.8357,5.2
29-Sep-20,0.7787,-0.0051,0.224,0.29,0.10,0.7,90.8357,5.2
28-Sep-20,0.7787,0.0146,0.249,0.32,0.10,0.7,90.8357,5.2
25-Sep-20,0.7871,0.0034,0.228,0.32,0.10,0.7,90.8357,5.2
24-Sep-20,0.7865,-0.0130,0.262,0.32,0.10,0.7,90.8357,5.2
23-Sep-20,0.7834,0.0120,0.275,0.33,0.10,0.7,90.8357,5.2
22-Sep-20,0.7861,0.0043,0.260,0.32,0.10,0.7,90.8357,5.2
21-Sep-20,0.7816,-0.0338,0.223,0.33,0.10,0.7,90.8357,5.2
18-Sep-20,0.7715,-0.0071,0.220,0.35,0.10,0.7,90.8357,5.2
17-Sep-20,0.7721,-0.0047,0.253,0.35,0.10,0.7,90.8357,5.2
16-Sep-20,0.7689,-0.0044,0.280,0.33,0.10,0.7,90.8357,5.2
15-Sep-20,0.778,0.0132,0.265,0.34,0.10,0.7,90.8357,5.2
14-Sep-20,0.7762,-0.0010,0.274,0.35,0.10,0.7,90.8357,5.2
11-Sep-20,0.7824,0.0048,0.244,0.36,0.10,0.7,90.8357,5.2
10-Sep-20,0.7772,-0.0016,0.310,0.38,0.10,0.7,90.8357,5.2
09-Sep-20,0.7695,0.0139,0.314,0.37,0.10,0.7,90.8357,5.2
08-Sep-20,0.7679,-0.0012,0.234,0.36,0.10,0.7,90.8357,5.2
07-Sep-20,0.7589,0.0239,0.295,0.38,0.10,0.7,90.8357,5.2
04-Sep-20,0.7576,-0.0088,0.304,0.38,0.10,0.7,90.8357,5.2
03-Sep-20,0.7535,-0.0152,0.314,0.37,0.10,0.7,90.8357,5.2
02-Sep-20,0.7517,0.0135,0.314,0.39,0.10,0.7,90.8357,5.2
01-Sep-20,0.7435,-0.0170,0.387,0.44,0.10,0.7,90.8357,5.2
28-Aug-20,0.7502,-0.0061,0.376,0.43,0.10,0.5,89.6071,5
27-Aug-20,0.7582,-0.0075,0.393,0.42,0.10,0.5,89.6071,5
26-Aug-20,0.758,0.0014,0.381,0.38,0.10,0.5,89.6071,5
25-Aug-20,0.7623,-0.0111,0.322,0.35,0.10,0.5,89.6071,5
24-Aug-20,0.7651,0.0171,0.276,0.32,0.10,0.5,89.6071,5
21-Aug-20,0.7649,-0.0019,0.296,0.32,0.10,0.5,89.6071,5
20-Aug-20,0.7608,-0.0161,0.293,0.32,0.10,0.5,89.6071,5
19-Aug-20,0.7586,0.0058,0.293,0.32,0.10,0.5,89.6071,5
18-Aug-20,0.7563,-0.0083,0.276,0.32,0.10,0.5,89.6071,5
17-Aug-20,0.7634,0.0061,0.291,0.32,0.10,0.5,89.6071,5
14-Aug-20,0.7628,-0.0155,0.296,0.32,0.10,0.5,89.6071,5
13-Aug-20,0.7636,-0.0150,0.294,0.31,0.10,0.5,89.6071,5
12-Aug-20,0.7658,0.0204,0.301,0.29,0.10,0.5,89.6071,5
11-Aug-20,0.7641,0.0171,0.252,0.26,0.10,0.5,89.6071,5
10-Aug-20,0.764,0.0031,0.221,0.22,0.10,0.5,89.6071,5
07-Aug-20,0.7662,0.0009,0.229,0.22,0.10,0.5,89.6071,5
06-Aug-20,0.7609,-0.0127,0.172,0.20,0.10,0.5,89.6071,5
05-Aug-20,0.7609,0.0114,0.206,0.24,0.10,0.5,89.6071,5
04-Aug-20,0.7646,0.0005,0.124,0.20,0.10,0.5,89.6071,5
03-Aug-20,0.7673,0.0229,0.143,0.22,0.10,0.5,89.6071,5
31-Jul-20,0.7618,-0.0154,0.170,0.22,0.10,1.1,86.5659,4.6
30-Jul-20,0.7665,-0.0231,0.138,0.22,0.10,1.1,86.5659,4.6
29-Jul-20,0.7712,0.0004,0.160,0.24,0.10,1.1,86.5659,4.6
28-Jul-20,0.7724,0.0040,0.206,0.24,0.10,1.1,86.5659,4.6
27-Jul-20,0.7755,-0.0031,0.186,0.25,0.10,1.1,86.5659,4.6
24-Jul-20,0.7819,-0.0141,0.201,0.26,0.10,1.1,86.5659,4.6
23-Jul-20,0.7846,0.0007,0.195,0.25,0.10,1.1,86.5659,4.6
22-Jul-20,0.7854,-0.0100,0.186,0.26,0.10,1.1,86.5659,4.6
21-Jul-20,0.7844,0.0013,0.209,0.27,0.10,1.1,86.5659,4.6
20-Jul-20,0.7907,-0.0046,0.211,0.27,0.10,1.1,86.5659,4.6
17-Jul-20,0.7977,0.0063,0.198,0.27,0.10,1.1,86.5659,4.6
16-Jul-20,0.7938,-0.0067,0.182,0.25,0.10,1.1,86.5659,4.6
15-Jul-20,0.7922,0.0183,0.252,0.26,0.10,1.1,86.5659,4.6
14-Jul-20,0.7981,0.0006,0.206,0.26,0.10,1.1,86.5659,4.6
13-Jul-20,0.7925,0.0133,0.243,0.30,0.10,1.1,86.5659,4.6
10-Jul-20,0.7898,0.0076,0.219,0.27,0.10,1.1,86.5659,4.6
09-Jul-20,0.7927,-0.0173,0.222,0.25,0.10,1.1,86.5659,4.6
08-Jul-20,0.7939,-0.0055,0.250,0.26,0.10,1.1,86.5659,4.6
07-Jul-20,0.7952,-0.0153,0.220,0.26,0.10,1.1,86.5659,4.6
06-Jul-20,0.7994,0.0209,0.223,0.28,0.10,1.1,86.5659,4.6
03-Jul-20,0.8021,-0.0133,0.242,0.28,0.10,1.1,86.5659,4.6
02-Jul-20,0.8022,0.0134,0.228,0.29,0.10,1.1,86.5659,4.6
01-Jul-20,0.8027,-0.0019,0.270,0.29,0.10,1.1,86.5659,4.6
30-Jun-20,0.8091,-0.0090,0.207,0.26,0.10,0.8,81.1178,4.4
29-Jun-20,0.8151,0.0108,0.215,0.25,0.10,0.8,81.1178,4.4
26-Jun-20,0.8117,0.0020,0.245,0.25,0.10,0.8,81.1178,4.4
25-Jun-20,0.8061,0.0038,0.233,0.23,0.10,0.8,81.1178,4.4
24-Jun-20,0.8032,-0.0311,0.242,0.27,0.10,0.8,81.1178,4.4
23-Jun-20,0.7987,0.0121,0.291,0.28,0.10,0.8,81.1178,4.4
22-Jun-20,0.8033,-0.0076,0.244,0.26,0.10,0.8,81.1178,4.4
19-Jun-20,0.809,0.0110,0.268,0.28,0.10,0.8,81.1178,4.4
18-Jun-20,0.8052,-0.0047,0.306,0.26,0.10,0.8,81.1178,4.4
17-Jun-20,0.7971,0.0017,0.236,0.24,0.10,0.8,81.1178,4.4
16-Jun-20,0.7947,0.0294,0.215,0.24,0.10,0.8,81.1178,4.4
15-Jun-20,0.7962,-0.0066,0.264,0.23,0.10,0.8,81.1178,4.4
12-Jun-20,0.7975,0.0047,0.298,0.23,0.10,0.8,81.1178,4.4
11-Jun-20,0.7908,-0.0399,0.247,0.23,0.10,0.8,81.1178,4.4
10-Jun-20,0.784,-0.0010,0.285,0.30,0.10,0.8,81.1178,4.4
09-Jun-20,0.786,-0.0211,0.340,0.31,0.10,0.8,81.1178,4.4
08-Jun-20,0.7875,-0.0018,0.405,0.32,0.10,0.8,81.1178,4.4
05-Jun-20,0.7859,0.0225,0.388,0.34,0.10,0.8,81.1178,4.4
04-Jun-20,0.7932,-0.0064,0.346,0.29,0.10,0.8,81.1178,4.4
03-Jun-20,0.7938,0.0261,0.305,0.27,0.10,0.8,81.1178,4.4
02-Jun-20,0.7964,0.0087,0.269,0.24,0.10,0.8,81.1178,4.4
01-Jun-20,0.8012,0.0148,0.267,0.22,0.10,0.8,81.1178,4.4
29-May-20,0.8085,-0.0229,0.229,0.21,0.10,0.7,74.198,4.1
28-May-20,0.8115,0.0121,0.212,0.21,0.10,0.7,74.198,4.1
27-May-20,0.8185,0.0126,0.217,0.20,0.10,0.7,74.198,4.1
26-May-20,0.8089,0.0124,0.253,0.22,0.10,0.7,74.198,4.1
22-May-20,0.8203,-0.0037,0.208,0.22,0.10,0.7,74.198,4.1
21-May-20,0.8189,-0.0086,0.207,0.21,0.10,0.7,74.198,4.1
20-May-20,0.815,0.0108,0.336,0.24,0.10,0.7,74.198,4.1
19-May-20,0.8163,-0.0077,0.320,0.26,0.10,0.7,74.198,4.1
18-May-20,0.8202,0.0429,0.312,0.24,0.10,0.7,74.198,4.1
15-May-20,0.8247,0.0101,0.281,0.22,0.10,0.7,74.198,4.1
14-May-20,0.8197,-0.0275,0.298,0.22,0.10,0.7,74.198,4.1
13-May-20,0.8179,-0.0151,0.258,0.23,0.10,0.7,74.198,4.1
12-May-20,0.811,0.0093,0.286,0.25,0.10,0.7,74.198,4.1
11-May-20,0.8092,0.0006,0.273,0.25,0.10,0.7,74.198,4.1
07-May-20,0.8139,0.0140,0.325,0.23,0.10,0.7,74.198,4.1
06-May-20,0.8089,0.0007,0.252,0.20,0.10,0.7,74.198,4.1
05-May-20,0.803,0.0166,0.307,0.18,0.10,0.7,74.198,4.1
04-May-20,0.8051,-0.0016,0.307,0.18,0.10,0.7,74.198,4.1
01-May-20,0.797,-0.0234,0.332,0.20,0.10,0.7,74.198,4.1
30-Apr-20,0.7928,-0.0350,0.325,0.21,0.10,0.9,72.6632,4.1
29-Apr-20,0.8041,0.0263,0.325,0.23,0.10,0.9,72.6632,4.1
28-Apr-20,0.8041,0.0191,0.329,0.23,0.10,0.9,72.6632,4.1
27-Apr-20,0.8059,0.0164,0.345,0.23,0.10,0.9,72.6632,4.1
24-Apr-20,0.8105,-0.0128,0.322,0.22,0.10,0.9,72.6632,4.1
23-Apr-20,0.8074,0.0097,0.319,0.22,0.10,0.9,72.6632,4.1
22-Apr-20,0.8111,0.0230,0.339,0.23,0.10,0.9,72.6632,4.1
21-Apr-20,0.8148,-0.0296,0.313,0.21,0.10,0.9,72.6632,4.1
20-Apr-20,0.8017,0.0045,0.434,0.22,0.10,0.9,72.6632,4.1
17-Apr-20,0.7997,0.0282,0.341,0.19,0.10,0.9,72.6632,4.1
16-Apr-20,0.8031,0.0055,0.330,0.21,0.10,0.9,72.6632,4.1
15-Apr-20,0.8001,-0.0334,0.338,0.24,0.10,0.9,72.6632,4.1
14-Apr-20,0.794,-0.0088,0.363,0.25,0.10,0.9,72.6632,4.1
09-Apr-20,0.8019,0.0290,0.332,0.26,0.10,0.9,72.6632,4.1
08-Apr-20,0.8078,-0.0047,0.445,0.27,0.10,0.9,72.6632,4.1
07-Apr-20,0.8127,0.0219,0.433,0.24,0.10,0.9,72.6632,4.1
06-Apr-20,0.816,0.0308,0.376,0.23,0.10,0.9,72.6632,4.1
03-Apr-20,0.8158,-0.0118,0.370,0.23,0.10,0.9,72.6632,4.1
02-Apr-20,0.808,0.0047,0.386,0.22,0.10,0.9,72.6632,4.1
01-Apr-20,0.8049,-0.0383,0.392,0.20,0.10,0.9,72.6632,4.1
31-Mar-20,0.8063,0.0195,0.419,0.22,0.10,1.5,89.9078,4.1
30-Mar-20,0.8054,0.0097,0.363,0.20,0.10,1.5,89.9078,4.1
27-Mar-20,0.8091,-0.0525,0.381,0.22,0.10,1.5,89.9078,4.1
26-Mar-20,0.8241,0.0224,0.434,0.25,0.10,1.5,89.9078,4.1
25-Mar-20,0.8503,0.0445,0.457,0.33,0.10,1.5,89.9078,4.1
24-Mar-20,0.8495,0.0905,0.461,0.34,0.10,1.5,89.9078,4.1
23-Mar-20,0.8702,-0.0379,0.412,0.34,0.10,1.5,89.9078,4.1
20-Mar-20,0.8517,0.0076,0.584,0.42,0.10,1.5,89.9078,4.1
19-Mar-20,0.8578,0.0140,0.862,0.60,0.10,1.5,89.9078,4.1
18-Mar-20,0.8501,-0.0405,0.853,0.48,0.25,1.5,89.9078,4.1
17-Mar-20,0.8322,0.0279,0.640,0.24,0.25,1.5,89.9078,4.1
16-Mar-20,0.8145,-0.0401,0.557,0.17,0.25,1.5,89.9078,4.1
13-Mar-20,0.8061,0.0246,0.479,0.12,0.25,1.5,89.9078,4.1
12-Mar-20,0.7974,-0.1087,0.356,0.06,0.25,1.5,89.9078,4.1
11-Mar-20,0.776,-0.0140,0.373,0.13,0.25,1.5,89.9078,4.1
10-Mar-20,0.7733,-0.0009,0.237,0.06,0.75,1.5,89.9078,4.1
09-Mar-20,0.7628,-0.0769,0.215,0.05,0.75,1.5,89.9078,4.1
06-Mar-20,0.7675,-0.0362,0.267,0.11,0.75,1.5,89.9078,4.1
05-Mar-20,0.7739,-0.0162,0.404,0.16,0.75,1.5,89.9078,4.1
04-Mar-20,0.78,0.0145,0.445,0.16,0.75,1.5,89.9078,4.1
03-Mar-20,0.7801,0.0095,0.464,0.14,0.75,1.5,89.9078,4.1
02-Mar-20,0.7844,0.0113,0.479,0.11,0.75,1.5,89.9078,4.1
28-Feb-20,0.7827,-0.0318,0.504,0.10,0.75,1.7,97.2995,4.1
27-Feb-20,0.7768,-0.0349,0.528,0.10,0.75,1.7,97.2995,4.1
26-Feb-20,0.7742,0.0035,0.565,0.10,0.75,1.7,97.2995,4.1
25-Feb-20,0.7683,-0.0194,0.565,0.09,0.75,1.7,97.2995,4.1
24-Feb-20,0.7738,-0.0334,0.595,0.10,0.75,1.7,97.2995,4.1
21-Feb-20,0.7715,-0.0044,0.648,0.09,0.75,1.7,97.2995,4.1
20-Feb-20,0.7763,-0.0027,0.649,0.11,0.75,1.7,97.2995,4.1
19-Feb-20,0.7721,0.0102,0.673,0.12,0.75,1.7,97.2995,4.1
18-Feb-20,0.767,-0.0069,0.685,0.13,0.75,1.7,97.2995,4.1
17-Feb-20,0.7689,0.0033,0.714,0.13,0.75,1.7,97.2995,4.1
14-Feb-20,0.7683,-0.0058,0.689,0.12,0.75,1.7,97.2995,4.1
13-Feb-20,0.766,-0.0109,0.711,0.13,0.75,1.7,97.2995,4.1
12-Feb-20,0.7707,0.0047,0.682,0.11,0.75,1.7,97.2995,4.1
11-Feb-20,0.7725,0.0071,0.635,0.11,0.75,1.7,97.2995,4.1
10-Feb-20,0.7738,-0.0027,0.624,0.12,0.75,1.7,97.2995,4.1
07-Feb-20,0.7729,-0.0051,0.637,0.12,0.75,1.7,97.2995,4.1
06-Feb-20,0.7735,0.0030,0.658,0.14,0.75,1.7,97.2995,4.1
05-Feb-20,0.7702,0.0057,0.667,0.15,0.75,1.7,97.2995,4.1
04-Feb-20,0.7678,0.0155,0.628,0.12,0.75,1.7,97.2995,4.1
03-Feb-20,0.7685,0.0055,0.602,0.09,0.75,1.7,97.2995,4.1
31-Jan-20,0.7588,-0.0130,0.613,0.07,0.75,1.8,97.2626,3.9
30-Jan-20,0.7634,-0.0136,0.613,0.08,0.75,1.8,97.2626,3.9
29-Jan-20,0.7692,0.0004,0.594,0.12,0.75,1.8,97.2626,3.9
28-Jan-20,0.7702,0.0093,0.612,0.14,0.75,1.8,97.2626,3.9
27-Jan-20,0.7659,-0.0229,0.571,0.15,0.75,1.8,97.2626,3.9
24-Jan-20,0.7653,0.0104,0.624,0.17,0.75,1.8,97.2626,3.9
23-Jan-20,0.7623,-0.0085,0.663,0.20,0.75,1.8,97.2626,3.9
22-Jan-20,0.761,-0.0051,0.710,0.22,0.75,1.8,97.2626,3.9
21-Jan-20,0.7658,-0.0053,0.704,0.23,0.75,1.8,97.2626,3.9
20-Jan-20,0.7693,-0.0030,0.716,0.25,0.75,1.8,97.2626,3.9
17-Jan-20,0.7675,0.0085,0.695,0.24,0.75,1.8,97.2626,3.9
16-Jan-20,0.7653,-0.0043,0.705,0.23,0.75,1.8,97.2626,3.9
15-Jan-20,0.7679,0.0027,0.710,0.24,0.75,1.8,97.2626,3.9
14-Jan-20,0.7686,0.0006,0.764,0.26,0.75,1.8,97.2626,3.9
13-Jan-20,0.7705,0.0039,0.808,0.30,0.75,1.8,97.2626,3.9
10-Jan-20,0.7656,-0.0014,0.826,0.27,0.75,1.8,97.2626,3.9
09-Jan-20,0.7663,0.0031,0.879,0.26,0.75,1.8,97.2626,3.9
08-Jan-20,0.7634,0.0001,0.850,0.22,0.75,1.8,97.2626,3.9
07-Jan-20,0.7621,-0.0002,0.813,0.21,0.75,1.8,97.2626,3.9
06-Jan-20,0.7599,-0.0062,0.787,0.20,0.75,1.8,97.2626,3.9
03-Jan-20,0.765,0.0024,0.809,0.22,0.75,1.8,97.2626,3.9
02-Jan-20,0.7582,0.0082,0.852,0.25,0.75,1.8,97.2626,3.9
31-Dec-19,0.757,-0.0059,0.913,0.29,0.75,1.4,97.3678,3.9
30-Dec-19,0.7625,-0.0076,0.889,0.29,0.75,1.4,97.3678,3.9
27-Dec-19,0.7637,0.0017,0.815,0.24,0.75,1.4,97.3678,3.9
24-Dec-19,0.7723,0.0011,0.835,0.24,0.75,1.4,97.3678,3.9
23-Dec-19,0.7736,0.0054,0.805,0.24,0.75,1.4,97.3678,3.9
20-Dec-19,0.7663,0.0011,0.855,0.26,0.75,1.4,97.3678,3.9
19-Dec-19,0.7675,0.0044,0.872,0.27,0.75,1.4,97.3678,3.9
18-Dec-19,0.7649,0.0021,0.808,0.26,0.75,1.4,97.3678,3.9
17-Dec-19,0.7611,0.0008,0.789,0.23,0.75,1.4,97.3678,3.9
